Alloc. source dept. CD,Alloc. source dept. name,Alloc. A/C CD,Alloc. A/C name,Alloc. rate CD,Alloc. rate name,Transfer alloc. A/C CD,Transfer alloc. A/C name
CPBRPK,Wiper Packing,8460001,[M]Member Fee,FC008,Prodution r(WIPER),8460001WS,[M]Member Fee
CPBRWS,Wiper WS,8460001,[M]Member Fee,FC008,Prodution r(WIPER),8460001WS,[M]Member Fee
CPFC00,Factory Common,8460001,[M]Member Fee,FC001,Personnel ratio,8460001OT,[M]Member Fee
CPFC01,Factory1,8460001,[M]Member Fee,FC013,Personnel r(WP),8460001OT,[M]Member Fee
CPFC02,Factory2,8460001,[M]Member Fee,FC014,"Personnel r(RA,RE)",8460001OT,[M]Member Fee
CPFC03,Factory3,8460001,[M]Member Fee,FC015,Personnel r(MAT),8460001OT,[M]Member Fee
CPFC04,Factory4,8460001,[M]Member Fee,FC016,"Personnel r(SL,GD)",8460001OT,[M]Member Fee
CPFC05,Factory5,8460001,[M]Member Fee,FC008,Prodution r(WIPER),8460001OT,[M]Member Fee
CPFC06,Factory6,8460001,[M]Member Fee,FC017,Prodution r(RAREWP),8460001OT,[M]Member Fee
CPFC07,Factory7,8460001,[M]Member Fee,FC018,"Personnel r(AT,SYN)",8460001OT,[M]Member Fee
CPFCTH,Tent House,8460001,[M]Member Fee,FC015,Personnel r(MAT),8460001OT,[M]Member Fee
CPKZ00,KAIZEN,8460001,[M]Member Fee,FC002,Production ratio,8460001OT,[M]Member Fee
CPMG00,Management Cost,8460001,[M]Member Fee,FC001,Personnel ratio,8460001OT,[M]Member Fee
CPMTBB,BANBURY,8460001,[M]Member Fee,FC005,Personnel r(BANBURY),8460001WS,[M]Member Fee
CPMTGD,GD Common,8460001,[M]Member Fee,FC006,Personnel ratio(GD),8460001WS,[M]Member Fee
CPMTWS,Material WS,8460001,[M]Member Fee,FC004,Personnel ratio(MAT),8460001WS,[M]Member Fee
CPPEMN,Maintenance,8460001,[M]Member Fee,FC002,Production ratio,8460001TE,[M]Member Fee
CPPEPE,PE,8460001,[M]Member Fee,FC002,Production ratio,8460001TE,[M]Member Fee
CPPM00,Pro. Management,8460001,[M]Member Fee,FC002,Production ratio,8460001OT,[M]Member Fee
CPPMAB,Auto Belt Common,8460001,[M]Member Fee,FC009,"Prodution r(RA,RE)",8460001WS,[M]Member Fee
CPPMLG,Logistics,8460001,[M]Member Fee,FC017,Prodution r(RAREWP),8460001OT,[M]Member Fee
CPPMMT,Material Common,8460001,[M]Member Fee,FC004,Personnel ratio(MAT),8460001WS,[M]Member Fee
CPPMPE,PE Common,8460001,[M]Member Fee,FC002,Production ratio,8460001TE,[M]Member Fee
CPPMPL,Planning,8460001,[M]Member Fee,FC002,Production ratio,8460001PL,[M]Member Fee
CPQA00,Quality assurance,8460001,[M]Member Fee,FC002,Production ratio,8460001OT,[M]Member Fee
CPSE00,Safety & Environment,8460001,[M]Member Fee,FC001,Personnel ratio,8460001OT,[M]Member Fee
CPSLWS,Sunline WS,8460001,[M]Member Fee,FC011,Prodution r(SL),8460001WS,[M]Member Fee
CPSYWS,Synchro WS,8460001,[M]Member Fee,FC012,Prodution r(SYN),8460001WS,[M]Member Fee
CPTOLB,Tooling label,8460001,[M]Member Fee,FC003,Production ratio(PR),8460001TE,[M]Member Fee
CPTOMD,Tooling mold,8460001,[M]Member Fee,FC003,Production ratio(PR),8460001TE,[M]Member Fee
CPTOWS,Tooling WS,8460001,[M]Member Fee,FC003,Production ratio(PR),8460001TE,[M]Member Fee
CPWPWS,WP WS,8460001,[M]Member Fee,FC010,Prodution r(WP),8460001WS,[M]Member Fee
CPABWS,Auto WS,8470001,[M]Office supplies expense,FC009,"Prodution r(RA,RE)",8470001WS,[M]Office supplies expense
CPATWS,AT WS,8470001,[M]Office supplies expense,FC007,Prodution ratio(AT),8470001WS,[M]Office supplies expense
CPBMGA,General affair,8470001,[M]Office supplies expense,FC001,Personnel ratio,8470001OT,[M]Office supplies expense
CPBR07,Wiper laboratory,8470001,[M]Office supplies expense,FC008,Prodution r(WIPER),8470001WS,[M]Office supplies expense
CPBRPK,Wiper Packing,8470001,[M]Office supplies expense,FC008,Prodution r(WIPER),8470001WS,[M]Office supplies expense
CPBRWS,Wiper WS,8470001,[M]Office supplies expense,FC008,Prodution r(WIPER),8470001WS,[M]Office supplies expense
CPFC00,Factory Common,8470001,[M]Office supplies expense,FC001,Personnel ratio,8470001OT,[M]Office supplies expense
CPFC01,Factory1,8470001,[M]Office supplies expense,FC013,Personnel r(WP),8470001OT,[M]Office supplies expense
CPFC02,Factory2,8470001,[M]Office supplies expense,FC014,"Personnel r(RA,RE)",8470001OT,[M]Office supplies expense
CPFC03,Factory3,8470001,[M]Office supplies expense,FC015,Personnel r(MAT),8470001OT,[M]Office supplies expense
CPFC04,Factory4,8470001,[M]Office supplies expense,FC016,"Personnel r(SL,GD)",8470001OT,[M]Office supplies expense
CPFC05,Factory5,8470001,[M]Office supplies expense,FC008,Prodution r(WIPER),8470001OT,[M]Office supplies expense
CPFC06,Factory6,8470001,[M]Office supplies expense,FC017,Prodution r(RAREWP),8470001OT,[M]Office supplies expense
CPFC07,Factory7,8470001,[M]Office supplies expense,FC018,"Personnel r(AT,SYN)",8470001OT,[M]Office supplies expense
CPFCTH,Tent House,8470001,[M]Office supplies expense,FC015,Personnel r(MAT),8470001OT,[M]Office supplies expense
CPKZ00,KAIZEN,8470001,[M]Office supplies expense,FC002,Production ratio,8470001OT,[M]Office supplies expense
CPMG00,Management Cost,8470001,[M]Office supplies expense,FC001,Personnel ratio,8470001OT,[M]Office supplies expense
CPMTBB,BANBURY,8470001,[M]Office supplies expense,FC005,Personnel r(BANBURY),8470001WS,[M]Office supplies expense
CPMTGD,GD Common,8470001,[M]Office supplies expense,FC006,Personnel ratio(GD),8470001WS,[M]Office supplies expense
CPMTWS,Material WS,8470001,[M]Office supplies expense,FC004,Personnel ratio(MAT),8470001WS,[M]Office supplies expense
CPPEMN,Maintenance,8470001,[M]Office supplies expense,FC002,Production ratio,8470001TE,[M]Office supplies expense
CPPEPE,PE,8470001,[M]Office supplies expense,FC002,Production ratio,8470001TE,[M]Office supplies expense
CPPM00,Pro. Management,8470001,[M]Office supplies expense,FC002,Production ratio,8470001OT,[M]Office supplies expense
CPPMAB,Auto Belt Common,8470001,[M]Office supplies expense,FC009,"Prodution r(RA,RE)",8470001WS,[M]Office supplies expense
CPPMLG,Logistics,8470001,[M]Office supplies expense,FC017,Prodution r(RAREWP),8470001OT,[M]Office supplies expense
CPPMMT,Material Common,8470001,[M]Office supplies expense,FC004,Personnel ratio(MAT),8470001WS,[M]Office supplies expense
CPPMPE,PE Common,8470001,[M]Office supplies expense,FC002,Production ratio,8470001TE,[M]Office supplies expense
CPPMPL,Planning,8470001,[M]Office supplies expense,FC002,Production ratio,8470001PL,[M]Office supplies expense
CPQA00,Quality assurance,8470001,[M]Office supplies expense,FC002,Production ratio,8470001OT,[M]Office supplies expense
CPSE00,Safety & Environment,8470001,[M]Office supplies expense,FC001,Personnel ratio,8470001OT,[M]Office supplies expense
CPSLWS,Sunline WS,8470001,[M]Office supplies expense,FC011,Prodution r(SL),8470001WS,[M]Office supplies expense
CPSYWS,Synchro WS,8470001,[M]Office supplies expense,FC012,Prodution r(SYN),8470001WS,[M]Office supplies expense
CPTOLB,Tooling label,8470001,[M]Office supplies expense,FC003,Production ratio(PR),8470001TE,[M]Office supplies expense
CPTOMD,Tooling mold,8470001,[M]Office supplies expense,FC003,Production ratio(PR),8470001TE,[M]Office supplies expense
CPTOWS,Tooling WS,8470001,[M]Office supplies expense,FC003,Production ratio(PR),8470001TE,[M]Office supplies expense
CPWPWS,WP WS,8470001,[M]Office supplies expense,FC010,Prodution r(WP),8470001WS,[M]Office supplies expense
CPABWS,Auto WS,8490001,[M]Repair expense,FC009,"Prodution r(RA,RE)",8490001WS,[M]Repair expense
CPATWS,AT WS,8490001,[M]Repair expense,FC007,Prodution ratio(AT),8490001WS,[M]Repair expense
CPBMGA,General affair,8490001,[M]Repair expense,FC001,Personnel ratio,8490001OT,[M]Repair expense
CPBR03,Wiper Mold,8490001,[M]Repair expense,FC008,Prodution r(WIPER),8490001WS,[M]Repair expense
CPBR07,Wiper laboratory,8490001,[M]Repair expense,FC008,Prodution r(WIPER),8490001WS,[M]Repair expense
CPBRMN,Wiper Maintenance,8490001,[M]Repair expense,FC008,Prodution r(WIPER),8620001WS,[M]Factory supplies
CPBRPK,Wiper Packing,8490001,[M]Repair expense,FC008,Prodution r(WIPER),8490001WS,[M]Repair expense
CPBRWS,Wiper WS,8490001,[M]Repair expense,FC008,Prodution r(WIPER),8490001WS,[M]Repair expense
CPFC00,Factory Common,8490001,[M]Repair expense,FC001,Personnel ratio,8490001OT,[M]Repair expense
CPFC01,Factory1,8490001,[M]Repair expense,FC013,Personnel r(WP),8490001OT,[M]Repair expense
CPFC02,Factory2,8490001,[M]Repair expense,FC014,"Personnel r(RA,RE)",8490001OT,[M]Repair expense
CPFC03,Factory3,8490001,[M]Repair expense,FC015,Personnel r(MAT),8490001OT,[M]Repair expense
CPFC04,Factory4,8490001,[M]Repair expense,FC016,"Personnel r(SL,GD)",8490001OT,[M]Repair expense
CPFC05,Factory5,8490001,[M]Repair expense,FC008,Prodution r(WIPER),8490001OT,[M]Repair expense
CPFC06,Factory6,8490001,[M]Repair expense,FC017,Prodution r(RAREWP),8490001OT,[M]Repair expense
CPFC07,Factory7,8490001,[M]Repair expense,FC018,"Personnel r(AT,SYN)",8490001OT,[M]Repair expense
CPFCTH,Tent House,8490001,[M]Repair expense,FC015,Personnel r(MAT),8490001OT,[M]Repair expense
CPKZ00,KAIZEN,8490001,[M]Repair expense,FC002,Production ratio,8490001OT,[M]Repair expense
CPMG00,Management Cost,8490001,[M]Repair expense,FC001,Personnel ratio,8490001OT,[M]Repair expense
CPMTBB,BANBURY,8490001,[M]Repair expense,FC005,Personnel r(BANBURY),8490001WS,[M]Repair expense
CPMTGD,GD Common,8490001,[M]Repair expense,FC006,Personnel ratio(GD),8490001WS,[M]Repair expense
CPMTWS,Material WS,8490001,[M]Repair expense,FC004,Personnel ratio(MAT),8490001WS,[M]Repair expense
CPPEMN,Maintenance,8490001,[M]Repair expense,FC002,Production ratio,8490001TE,[M]Repair expense
CPPEPE,PE,8490001,[M]Repair expense,FC002,Production ratio,8490001TE,[M]Repair expense
CPPM00,Pro. Management,8490001,[M]Repair expense,FC002,Production ratio,8490001OT,[M]Repair expense
CPPMAB,Auto Belt Common,8490001,[M]Repair expense,FC009,"Prodution r(RA,RE)",8490001WS,[M]Repair expense
CPPMLG,Logistics,8490001,[M]Repair expense,FC017,Prodution r(RAREWP),8490001OT,[M]Repair expense
CPPMMT,Material Common,8490001,[M]Repair expense,FC004,Personnel ratio(MAT),8490001WS,[M]Repair expense
CPPMPE,PE Common,8490001,[M]Repair expense,FC002,Production ratio,8490001TE,[M]Repair expense
CPPMPL,Planning,8490001,[M]Repair expense,FC002,Production ratio,8490001PL,[M]Repair expense
CPQA00,Quality assurance,8490001,[M]Repair expense,FC002,Production ratio,8490001OT,[M]Repair expense
CPSE00,Safety & Environment,8490001,[M]Repair expense,FC001,Personnel ratio,8490001OT,[M]Repair expense
CPSLWS,Sunline WS,8490001,[M]Repair expense,FC011,Prodution r(SL),8490001WS,[M]Repair expense
CPSYWS,Synchro WS,8490001,[M]Repair expense,FC012,Prodution r(SYN),8490001WS,[M]Repair expense
CPTOLB,Tooling label,8490001,[M]Repair expense,FC003,Production ratio(PR),8490001TE,[M]Repair expense
CPTOMD,Tooling mold,8490001,[M]Repair expense,FC003,Production ratio(PR),8490001TE,[M]Repair expense
CPTOWS,Tooling WS,8490001,[M]Repair expense,FC003,Production ratio(PR),8490001TE,[M]Repair expense
CPWPWS,WP WS,8490001,[M]Repair expense,FC010,Prodution r(WP),8490001WS,[M]Repair expense
CPABWS,Auto WS,8490101,[M]Maintenance expense,FC009,"Prodution r(RA,RE)",8490101WS,[M]Maintenance expense
CPATWS,AT WS,8490101,[M]Maintenance expense,FC007,Prodution ratio(AT),8490101WS,[M]Maintenance expense
CPBMGA,General affair,8490101,[M]Maintenance expense,FC001,Personnel ratio,8490101OT,[M]Maintenance expense
CPBR03,Wiper Mold,8490101,[M]Maintenance expense,FC008,Prodution r(WIPER),8490101WS,[M]Maintenance expense
CPBR07,Wiper laboratory,8490101,[M]Maintenance expense,FC008,Prodution r(WIPER),8490101WS,[M]Maintenance expense
CPBRMN,Wiper Maintenance,8490101,[M]Maintenance expense,FC008,Prodution r(WIPER),8490101WS,[M]Maintenance expense
CPBRPK,Wiper Packing,8490101,[M]Maintenance expense,FC008,Prodution r(WIPER),8490101WS,[M]Maintenance expense
CPBRWS,Wiper WS,8490101,[M]Maintenance expense,FC008,Prodution r(WIPER),8490101WS,[M]Maintenance expense
CPFC00,Factory Common,8490101,[M]Maintenance expense,FC001,Personnel ratio,8490101OT,[M]Maintenance expense
CPFC01,Factory1,8490101,[M]Maintenance expense,FC013,Personnel r(WP),8490101OT,[M]Maintenance expense
CPFC02,Factory2,8490101,[M]Maintenance expense,FC014,"Personnel r(RA,RE)",8490101OT,[M]Maintenance expense
CPFC03,Factory3,8490101,[M]Maintenance expense,FC015,Personnel r(MAT),8490101OT,[M]Maintenance expense
CPFC04,Factory4,8490101,[M]Maintenance expense,FC016,"Personnel r(SL,GD)",8490101OT,[M]Maintenance expense
CPFC05,Factory5,8490101,[M]Maintenance expense,FC008,Prodution r(WIPER),8490101OT,[M]Maintenance expense
CPFC06,Factory6,8490101,[M]Maintenance expense,FC017,Prodution r(RAREWP),8490101OT,[M]Maintenance expense
CPFC07,Factory7,8490101,[M]Maintenance expense,FC018,"Personnel r(AT,SYN)",8490101OT,[M]Maintenance expense
CPFCTH,Tent House,8490101,[M]Maintenance expense,FC015,Personnel r(MAT),8490101OT,[M]Maintenance expense
CPKZ00,KAIZEN,8490101,[M]Maintenance expense,FC002,Production ratio,8490101OT,[M]Maintenance expense
CPMG00,Management Cost,8490101,[M]Maintenance expense,FC001,Personnel ratio,8490101OT,[M]Maintenance expense
CPMTBB,BANBURY,8490101,[M]Maintenance expense,FC005,Personnel r(BANBURY),8490101WS,[M]Maintenance expense
CPMTGD,GD Common,8490101,[M]Maintenance expense,FC006,Personnel ratio(GD),8490101WS,[M]Maintenance expense
CPMTWS,Material WS,8490101,[M]Maintenance expense,FC004,Personnel ratio(MAT),8490101WS,[M]Maintenance expense
CPPEMN,Maintenance,8490101,[M]Maintenance expense,FC002,Production ratio,8490101TE,[M]Maintenance expense
CPPEPE,PE,8490101,[M]Maintenance expense,FC002,Production ratio,8490101TE,[M]Maintenance expense
CPPM00,Pro. Management,8490101,[M]Maintenance expense,FC002,Production ratio,8490101OT,[M]Maintenance expense
CPPMAB,Auto Belt Common,8490101,[M]Maintenance expense,FC009,"Prodution r(RA,RE)",8490101WS,[M]Maintenance expense
CPPMLG,Logistics,8490101,[M]Maintenance expense,FC017,Prodution r(RAREWP),8490101OT,[M]Maintenance expense
CPPMMT,Material Common,8490101,[M]Maintenance expense,FC004,Personnel ratio(MAT),8490101WS,[M]Maintenance expense
CPPMPE,PE Common,8490101,[M]Maintenance expense,FC002,Production ratio,8490101TE,[M]Maintenance expense
CPPMPL,Planning,8490101,[M]Maintenance expense,FC002,Production ratio,8490101PL,[M]Maintenance expense
CPQA00,Quality assurance,8490101,[M]Maintenance expense,FC002,Production ratio,8490101OT,[M]Maintenance expense
CPSE00,Safety & Environment,8490101,[M]Maintenance expense,FC001,Personnel ratio,8490101OT,[M]Maintenance expense
CPSLWS,Sunline WS,8490101,[M]Maintenance expense,FC011,Prodution r(SL),8490101WS,[M]Maintenance expense
CPSYWS,Synchro WS,8490101,[M]Maintenance expense,FC012,Prodution r(SYN),8490101WS,[M]Maintenance expense
CPTOLB,Tooling label,8490101,[M]Maintenance expense,FC003,Production ratio(PR),8490101TE,[M]Maintenance expense
CPTOMD,Tooling mold,8490101,[M]Maintenance expense,FC003,Production ratio(PR),8490101TE,[M]Maintenance expense
CPTOWS,Tooling WS,8490101,[M]Maintenance expense,FC003,Production ratio(PR),8490101TE,[M]Maintenance expense
CPWPWS,WP WS,8490101,[M]Maintenance expense,FC010,Prodution r(WP),8490101WS,[M]Maintenance expense
CPABWS,Auto WS,8520001,[M]training expense,FC009,"Prodution r(RA,RE)",8520001WS,[M]training expense
CPATWS,AT WS,8520001,[M]training expense,FC007,Prodution ratio(AT),8520001WS,[M]training expense
CPBMGA,General affair,8520001,[M]training expense,FC001,Personnel ratio,8520001OT,[M]training expense
CPBR07,Wiper laboratory,8520001,[M]training expense,FC008,Prodution r(WIPER),8520001WS,[M]training expense
CPBRPK,Wiper Packing,8520001,[M]training expense,FC008,Prodution r(WIPER),8520001WS,[M]training expense
CPBRWS,Wiper WS,8520001,[M]training expense,FC008,Prodution r(WIPER),8520001WS,[M]training expense
CPFC00,Factory Common,8520001,[M]training expense,FC001,Personnel ratio,8520001OT,[M]training expense
CPFC01,Factory1,8520001,[M]training expense,FC013,Personnel r(WP),8520001OT,[M]training expense
CPFC02,Factory2,8520001,[M]training expense,FC014,"Personnel r(RA,RE)",8520001OT,[M]training expense
CPFC03,Factory3,8520001,[M]training expense,FC015,Personnel r(MAT),8520001OT,[M]training expense
CPFC04,Factory4,8520001,[M]training expense,FC016,"Personnel r(SL,GD)",8520001OT,[M]training expense
CPFC05,Factory5,8520001,[M]training expense,FC008,Prodution r(WIPER),8520001OT,[M]training expense
CPFC06,Factory6,8520001,[M]training expense,FC017,Prodution r(RAREWP),8520001OT,[M]training expense
CPFC07,Factory7,8520001,[M]training expense,FC018,"Personnel r(AT,SYN)",8520001OT,[M]training expense
CPFCTH,Tent House,8520001,[M]training expense,FC015,Personnel r(MAT),8520001OT,[M]training expense
CPKZ00,KAIZEN,8520001,[M]training expense,FC002,Production ratio,8520001OT,[M]training expense
CPMG00,Management Cost,8520001,[M]training expense,FC001,Personnel ratio,8520001OT,[M]training expense
CPMTBB,BANBURY,8520001,[M]training expense,FC005,Personnel r(BANBURY),8520001WS,[M]training expense
CPMTGD,GD Common,8520001,[M]training expense,FC006,Personnel ratio(GD),8520001WS,[M]training expense
CPMTWS,Material WS,8520001,[M]training expense,FC004,Personnel ratio(MAT),8520001WS,[M]training expense
CPPEMN,Maintenance,8520001,[M]training expense,FC002,Production ratio,8520001TE,[M]training expense
CPPEPE,PE,8520001,[M]training expense,FC002,Production ratio,8520001TE,[M]training expense
CPPM00,Pro. Management,8520001,[M]training expense,FC002,Production ratio,8520001OT,[M]training expense
CPPMAB,Auto Belt Common,8520001,[M]training expense,FC009,"Prodution r(RA,RE)",8520001WS,[M]training expense
CPPMLG,Logistics,8520001,[M]training expense,FC017,Prodution r(RAREWP),8520001OT,[M]training expense
CPPMMT,Material Common,8520001,[M]training expense,FC004,Personnel ratio(MAT),8520001WS,[M]training expense
CPPMPE,PE Common,8520001,[M]training expense,FC002,Production ratio,8520001TE,[M]training expense
CPPMPL,Planning,8520001,[M]training expense,FC002,Production ratio,8520001PL,[M]training expense
CPQA00,Quality assurance,8520001,[M]training expense,FC002,Production ratio,8520001OT,[M]training expense
CPSE00,Safety & Environment,8520001,[M]training expense,FC001,Personnel ratio,8520001OT,[M]training expense
CPSLWS,Sunline WS,8520001,[M]training expense,FC011,Prodution r(SL),8520001WS,[M]training expense
CPSYWS,Synchro WS,8520001,[M]training expense,FC012,Prodution r(SYN),8520001WS,[M]training expense
CPTOLB,Tooling label,8520001,[M]training expense,FC003,Production ratio(PR),8520001TE,[M]training expense
CPTOMD,Tooling mold,8520001,[M]training expense,FC003,Production ratio(PR),8520001TE,[M]training expense
CPTOWS,Tooling WS,8520001,[M]training expense,FC003,Production ratio(PR),8520001TE,[M]training expense
CPWPWS,WP WS,8520001,[M]training expense,FC010,Prodution r(WP),8520001WS,[M]training expense
CPABWS,Auto WS,8610001,[M]Consumable tool and fixture expense,FC009,"Prodution r(RA,RE)",8610001WS,[M]Consumable tool and fixture expense
CPATWS,AT WS,8610001,[M]Consumable tool and fixture expense,FC007,Prodution ratio(AT),8610001WS,[M]Consumable tool and fixture expense
CPBMGA,General affair,8610001,[M]Consumable tool and fixture expense,FC001,Personnel ratio,8610001OT,[M]Consumable tool and fixture expense
CPBR03,Wiper Mold,8610001,[M]Consumable tool and fixture expense,FC008,Prodution r(WIPER),8610001WS,[M]Consumable tool and fixture expense
CPBR07,Wiper laboratory,8610001,[M]Consumable tool and fixture expense,FC008,Prodution r(WIPER),8610001WS,[M]Consumable tool and fixture expense
CPBRMN,Wiper Maintenance,8610001,[M]Consumable tool and fixture expense,FC008,Prodution r(WIPER),8610001WS,[M]Consumable tool and fixture expense
CPBRPK,Wiper Packing,8610001,[M]Consumable tool and fixture expense,FC008,Prodution r(WIPER),8610001WS,[M]Consumable tool and fixture expense
CPBRWS,Wiper WS,8610001,[M]Consumable tool and fixture expense,FC008,Prodution r(WIPER),8610001WS,[M]Consumable tool and fixture expense
CPFC00,Factory Common,8610001,[M]Consumable tool and fixture expense,FC001,Personnel ratio,8610001OT,[M]Consumable tool and fixture expense
CPFC01,Factory1,8610001,[M]Consumable tool and fixture expense,FC013,Personnel r(WP),8610001OT,[M]Consumable tool and fixture expense
CPFC02,Factory2,8610001,[M]Consumable tool and fixture expense,FC014,"Personnel r(RA,RE)",8610001OT,[M]Consumable tool and fixture expense
CPFC03,Factory3,8610001,[M]Consumable tool and fixture expense,FC015,Personnel r(MAT),8610001OT,[M]Consumable tool and fixture expense
CPFC04,Factory4,8610001,[M]Consumable tool and fixture expense,FC016,"Personnel r(SL,GD)",8610001OT,[M]Consumable tool and fixture expense
CPFC05,Factory5,8610001,[M]Consumable tool and fixture expense,FC008,Prodution r(WIPER),8610001OT,[M]Consumable tool and fixture expense
CPFC06,Factory6,8610001,[M]Consumable tool and fixture expense,FC017,Prodution r(RAREWP),8610001OT,[M]Consumable tool and fixture expense
CPFC07,Factory7,8610001,[M]Consumable tool and fixture expense,FC018,"Personnel r(AT,SYN)",8610001OT,[M]Consumable tool and fixture expense
CPFCTH,Tent House,8610001,[M]Consumable tool and fixture expense,FC015,Personnel r(MAT),8610001OT,[M]Consumable tool and fixture expense
CPKZ00,KAIZEN,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001OT,[M]Consumable tool and fixture expense
CPMG00,Management Cost,8610001,[M]Consumable tool and fixture expense,FC001,Personnel ratio,8610001OT,[M]Consumable tool and fixture expense
CPMTBB,BANBURY,8610001,[M]Consumable tool and fixture expense,FC005,Personnel r(BANBURY),8610001WS,[M]Consumable tool and fixture expense
CPMTGD,GD Common,8610001,[M]Consumable tool and fixture expense,FC006,Personnel ratio(GD),8610001WS,[M]Consumable tool and fixture expense
CPMTWS,Material WS,8610001,[M]Consumable tool and fixture expense,FC004,Personnel ratio(MAT),8610001WS,[M]Consumable tool and fixture expense
CPPEMN,Maintenance,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001TE,[M]Consumable tool and fixture expense
CPPEPE,PE,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001TE,[M]Consumable tool and fixture expense
CPPM00,Pro. Management,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001OT,[M]Consumable tool and fixture expense
CPPMAB,Auto Belt Common,8610001,[M]Consumable tool and fixture expense,FC009,"Prodution r(RA,RE)",8610001WS,[M]Consumable tool and fixture expense
CPPMLG,Logistics,8610001,[M]Consumable tool and fixture expense,FC017,Prodution r(RAREWP),8610001OT,[M]Consumable tool and fixture expense
CPPMMT,Material Common,8610001,[M]Consumable tool and fixture expense,FC004,Personnel ratio(MAT),8610001WS,[M]Consumable tool and fixture expense
CPPMPE,PE Common,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001TE,[M]Consumable tool and fixture expense
CPPMPL,Planning,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001PL,[M]Consumable tool and fixture expense
CPQA00,Quality assurance,8610001,[M]Consumable tool and fixture expense,FC002,Production ratio,8610001OT,[M]Consumable tool and fixture expense
CPSE00,Safety & Environment,8610001,[M]Consumable tool and fixture expense,FC001,Personnel ratio,8610001OT,[M]Consumable tool and fixture expense
CPSLWS,Sunline WS,8610001,[M]Consumable tool and fixture expense,FC011,Prodution r(SL),8610001WS,[M]Consumable tool and fixture expense
CPSYWS,Synchro WS,8610001,[M]Consumable tool and fixture expense,FC012,Prodution r(SYN),8610001WS,[M]Consumable tool and fixture expense
CPTOLB,Tooling label,8610001,[M]Consumable tool and fixture expense,FC003,Production ratio(PR),8610001TE,[M]Consumable tool and fixture expense
CPTOMD,Tooling mold,8610001,[M]Consumable tool and fixture expense,FC003,Production ratio(PR),8610001TE,[M]Consumable tool and fixture expense
CPTOWS,Tooling WS,8610001,[M]Consumable tool and fixture expense,FC003,Production ratio(PR),8610001TE,[M]Consumable tool and fixture expense
CPWPWS,WP WS,8610001,[M]Consumable tool and fixture expense,FC010,Prodution r(WP),8610001WS,[M]Consumable tool and fixture expense
CPABWS,Auto WS,8620001,[M]Factory supplies,FC009,"Prodution r(RA,RE)",8620001WS,[M]Factory supplies
CPATWS,AT WS,8620001,[M]Factory supplies,FC007,Prodution ratio(AT),8620001WS,[M]Factory supplies
CPBMGA,General affair,8620001,[M]Factory supplies,FC001,Personnel ratio,8620001OT,[M]Factory supplies
CPBR03,Wiper Mold,8620001,[M]Factory supplies,FC008,Prodution r(WIPER),8620001WS,[M]Factory supplies
CPBR07,Wiper laboratory,8620001,[M]Factory supplies,FC008,Prodution r(WIPER),8620001WS,[M]Factory supplies
CPBRMN,Wiper Maintenance,8620001,[M]Factory supplies,FC008,Prodution r(WIPER),8620001WS,[M]Factory supplies
CPBRPK,Wiper Packing,8620001,[M]Factory supplies,FC008,Prodution r(WIPER),8620001WS,[M]Factory supplies
CPBRWS,Wiper WS,8620001,[M]Factory supplies,FC008,Prodution r(WIPER),8620001WS,[M]Factory supplies
CPFC00,Factory Common,8620001,[M]Factory supplies,FC001,Personnel ratio,8620001OT,[M]Factory supplies
CPFC01,Factory1,8620001,[M]Factory supplies,FC013,Personnel r(WP),8620001OT,[M]Factory supplies
CPFC02,Factory2,8620001,[M]Factory supplies,FC014,"Personnel r(RA,RE)",8620001OT,[M]Factory supplies
CPFC03,Factory3,8620001,[M]Factory supplies,FC015,Personnel r(MAT),8620001OT,[M]Factory supplies
CPFC04,Factory4,8620001,[M]Factory supplies,FC016,"Personnel r(SL,GD)",8620001OT,[M]Factory supplies
CPFC05,Factory5,8620001,[M]Factory supplies,FC008,Prodution r(WIPER),8620001OT,[M]Factory supplies
CPFC06,Factory6,8620001,[M]Factory supplies,FC017,Prodution r(RAREWP),8620001OT,[M]Factory supplies
CPFC07,Factory7,8620001,[M]Factory supplies,FC018,"Personnel r(AT,SYN)",8620001OT,[M]Factory supplies
CPFCTH,Tent House,8620001,[M]Factory supplies,FC015,Personnel r(MAT),8620001OT,[M]Factory supplies
CPKZ00,KAIZEN,8620001,[M]Factory supplies,FC002,Production ratio,8620001OT,[M]Factory supplies
CPMG00,Management Cost,8620001,[M]Factory supplies,FC001,Personnel ratio,8620001OT,[M]Factory supplies
CPMTBB,BANBURY,8620001,[M]Factory supplies,FC005,Personnel r(BANBURY),8620001WS,[M]Factory supplies
CPMTGD,GD Common,8620001,[M]Factory supplies,FC006,Personnel ratio(GD),8620001WS,[M]Factory supplies
CPMTWS,Material WS,8620001,[M]Factory supplies,FC004,Personnel ratio(MAT),8620001WS,[M]Factory supplies
CPPEMN,Maintenance,8620001,[M]Factory supplies,FC002,Production ratio,8620001TE,[M]Factory supplies
